placeDcid,placeName,Date:Count_Person,Value:Count_Person,Source:Count_Person,Date:Median_Income_Household,Value:Median_Income_Household,Source:Median_Income_Household,Date:Median_Income_Person,Value:Median_Income_Person,Source:Median_Income_Person
zip/06390,06390,2022,53,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,47708,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,20694,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10001,10001,2022,27004,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,106509,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,72740,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10002,10002,2022,76518,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,43362,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,27471,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10003,10003,2022,53877,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,152863,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,78110,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10004,10004,2022,4579,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,232543,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,130897,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10005,10005,2022,8801,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,189886,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,115806,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10006,10006,2022,3736,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,204574,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,113427,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10007,10007,2022,7506,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,250001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,132163,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10009,10009,2022,58418,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,83344,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,57133,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10010,10010,2022,32410,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,150288,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,97905,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10011,10011,2022,50772,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,145934,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,102555,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10012,10012,2022,21216,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,126890,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,79845,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10013,10013,2022,29453,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,150675,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,71779,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10014,10014,2022,29461,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,147267,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,102997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10016,10016,2022,54369,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,145864,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,96837,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10017,10017,2022,14486,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,139964,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,89727,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10018,10018,2022,8659,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,149118,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,98808,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10019,10019,2022,42766,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,113335,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,79646,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10020,10020,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10021,10021,2022,40642,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,149432,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,89053,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10022,10022,2022,33586,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,161236,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,103654,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10023,10023,2022,65706,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,151468,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,100891,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10024,10024,2022,62774,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,166994,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,92569,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10025,10025,2022,96988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,106916,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,52749,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10026,10026,2022,38265,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,68831,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,44110,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10027,10027,2022,65806,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,63125,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,33744,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10028,10028,2022,45717,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,160244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,101436,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10029,10029,2022,75614,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,35640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,24829,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10030,10030,2022,31268,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,47765,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,28623,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10031,10031,2022,61044,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,64807,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,34814,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10032,10032,2022,60480,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,56752,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,29402,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10033,10033,2022,58711,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,77209,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,34213,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10034,10034,2022,41570,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,65109,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,33573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10035,10035,2022,38595,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,36989,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,23909,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10036,10036,2022,30930,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,102287,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,66343,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10037,10037,2022,19138,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,50177,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,39762,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10038,10038,2022,23343,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,99641,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,57500,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10039,10039,2022,29887,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,51904,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,30342,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10040,10040,2022,43653,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,59115,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,30186,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10044,10044,2022,11846,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,120759,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,64927,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10065,10065,2022,30859,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,158276,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,104606,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10069,10069,2022,6259,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,197680,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,145469,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10075,10075,2022,23920,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,140736,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,93718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10103,10103,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10110,10110,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,2012,63750,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10111,10111,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10112,10112,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10115,10115,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10119,10119,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10128,10128,2022,56695,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,137253,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,84696,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10153,10153,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10154,10154,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10162,10162,2022,1523,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,105391,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2021,98900,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10167,10167,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10168,10168,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10169,10169,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10170,10170,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10171,10171,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10172,10172,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10173,10173,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10174,10174,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10177,10177,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10199,10199,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10271,10271,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10278,10278,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10279,10279,2022,161,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,250001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,216736,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2022,8843,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,206150,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,115831,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2022,6450,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,250001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,157470,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2022,40331,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,84855,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,42945,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2022,18567,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,75588,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,40130,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2022,27083,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,78578,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,37463,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10304,10304,2022,44864,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,69479,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,34997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10305,10305,2022,42211,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,84764,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,42115,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10306,10306,2022,56232,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,94758,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,45760,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10307,10307,2022,14755,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,124738,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,58464,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10308,10308,2022,30075,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,122647,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,56250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10309,10309,2022,34740,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,110123,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,47451,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10310,10310,2022,26239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,105523,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,47723,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10311,10311,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,,,,
zip/10312,10312,2022,63473,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,107414,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,51145,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10314,10314,2022,94355,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,103436,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,45854,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10451,10451,2022,51311,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,34316,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,23475,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10452,10452,2022,78624,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,36536,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,21757,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10453,10453,2022,80385,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,34800,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,22417,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10454,10454,2022,41073,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,26400,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,19081,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10455,10455,2022,44380,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,35813,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,24583,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10456,10456,2022,88575,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,33317,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,20124,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10457,10457,2022,79817,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,41145,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,21457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10458,10458,2022,82678,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,41550,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,23171,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10459,10459,2022,51964,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,41270,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,23640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10460,10460,2022,59852,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,33080,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,21760,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10461,10461,2022,50868,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,64444,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,34697,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10462,10462,2022,77230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,63431,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,34802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10463,10463,2022,70296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,66780,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,36888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10464,10464,2022,4292,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,129109,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,69637,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10465,10465,2022,46311,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,85946,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,41970,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10466,10466,2022,72273,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,60892,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,33554,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10467,10467,2022,98713,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,46228,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,28671,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10468,10468,2022,81397,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,43985,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,23811,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10469,10469,2022,71862,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,76731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,36432,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10470,10470,2022,15390,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,75750,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,41526,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10471,10471,2022,22888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,111418,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,47192,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10472,10472,2022,65283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,40025,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,24650,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10473,10473,2022,60087,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,51379,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,28780,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10474,10474,2022,11280,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,40795,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,22912,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10475,10475,2022,43517,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,57003,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,36574,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10501,10501,2022,1416,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,250001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,108750,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10502,10502,2022,5745,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,244792,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,100668,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10503,10503,2022,94,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2021,86964,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,114483,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10504,10504,2022,8047,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,243523,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,90000,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10505,10505,2022,1132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,126548,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,59145,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10506,10506,2022,6340,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,236071,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,73600,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10507,10507,2022,6403,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,92297,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,46147,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10509,10509,2022,19832,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,117586,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,50079,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10510,10510,2022,10435,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,198713,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,76210,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10511,10511,2022,2281,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,132708,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,55042,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10512,10512,2022,24256,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,115656,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,47397,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10514,10514,2022,12867,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,250001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,99271,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10516,10516,2022,5585,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,130893,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,64738,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10517,10517,2022,417,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,64000,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,27000,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10518,10518,2022,830,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,155464,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,59038,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10519,10519,2022,122,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2020,158565,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2014,51731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10520,10520,2022,12662,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,135990,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,66953,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10522,10522,2022,11508,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,144000,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,57961,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10523,10523,2022,9389,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,117066,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,54874,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10524,10524,2022,4344,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,122841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,44102,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10526,10526,2022,1939,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,219167,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,82083,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
